number,value,datetime_start,datetime_complete,duration,params_ADX_THRESHOLD,params_ATR_MULTIPLIER,params_ATR_STOP_LOSS_MULT,params_BB_STD,params_ENTRY_PERIOD,params_ENTRY_TYPE,params_EXIT_TYPE,params_LEVERAGE,params_MA_PERIOD,params_MFI_THRESHOLD,params_MFI_WINDOW,params_RISK_PER_TRADE,params_RSI_OVERBOUGHT,params_RSI_OVERSOLD,params_RSI_WINDOW,params_SAR_STEP,params_STOCH_OVERBOUGHT,params_STOCH_OVERSOLD,params_STOCH_WINDOW,params_STOP_LOSS_PCT,params_STOP_LOSS_TYPE,params_SUPERTREND_MULT,params_SUPERTREND_PERIOD,params_TAKE_PROFIT_ATR_MULT,params_TIMEFRAME,params_TREND_FILTER_TYPE,params_USE_ADX,params_USE_MFI,params_USE_RSI,params_USE_STOCHASTIC,params_USE_TAKE_PROFIT,params_USE_VHF,params_USE_VOLUME_FILTER,params_VHF_THRESHOLD,params_VOLUME_MA_PERIOD,params_VOLUME_THRESHOLD_MULT,user_attrs_entry_type,user_attrs_leverage,user_attrs_mdd_ETH_USDT,user_attrs_mdd_avg,user_attrs_return_ETH_USDT,user_attrs_return_avg,user_attrs_timeframe,user_attrs_trades_ETH_USDT,user_attrs_trades_avg,user_attrs_trend_filter,user_attrs_win_rate_avg,user_attrs_winrate_ETH_USDT,state
784,-501.3091434222015,2026-01-16 12:51:04.468507,2026-01-16 12:51:09.466382,0 days 00:00:04.997875,14,2.3,2.6,1.7,92,CCI,PARABOLIC_SAR,2.1,35,34,11,0.0275,66,31,20,0.039,77,19,10,0.020999999999999998,ATR,1.9,28,6.0,4h,EMA,False,True,False,False,False,True,False,0.39,40,2.4000000000000004,CCI,2.1,-18.554853295354512,-18.554853295354512,-0.49915774945421143,-0.49915774945421143,4h,37,37.0,EMA,48.64864864864865,48.64864864864865,COMPLETE
785,-517.8955965711921,2026-01-16 12:51:05.628637,2026-01-16 12:51:12.123471,0 days 00:00:06.494834,11,2.3,2.6,1.7,92,CCI,PARABOLIC_SAR,2.6,46,34,11,0.0425,65,22,20,0.036000000000000004,84,20,10,0.017,ATR,1.9,16,4.5,5m,EMA,True,True,False,False,False,True,False,0.32999999999999996,40,1.6,CCI,2.6,-22.987031851752107,-22.987031851752107,57.77476191183561,57.77476191183561,5m,46,46.0,EMA,56.52173913043478,56.52173913043478,COMPLETE
786,24.497146170158885,2026-01-16 12:51:05.624578,2026-01-16 12:51:13.371757,0 days 00:00:07.747179,11,2.3,2.6,1.7,36,CCI,PARABOLIC_SAR,2.5000000000000004,45,34,11,0.037,65,31,20,0.036000000000000004,79,20,10,0.017,ATR,1.9,22,4.5,5m,EMA,True,True,False,False,False,True,False,0.32999999999999996,40,1.6,CCI,2.5000000000000004,-22.408344038839694,-22.408344038839694,75.07636728359705,75.07636728359705,5m,60,60.0,EMA,53.333333333333336,53.333333333333336,COMPLETE
787,-1525.6510431214037,2026-01-16 12:51:06.610060,2026-01-16 12:51:12.266824,0 days 00:00:05.656764,11,2.2,2.6,1.7,92,CCI,PARABOLIC_SAR,2.7,44,34,11,0.043000000000000003,65,22,20,0.036000000000000004,79,23,10,0.017,ATR,2.8,16,4.5,4h,EMA,True,True,False,False,False,True,False,0.39,40,1.6,CCI,2.7,-37.422800708030564,-37.422800708030564,-15.281107868721383,-15.281107868721383,4h,39,39.0,EMA,46.15384615384615,46.15384615384615,COMPLETE
788,-1918.8194036216528,2026-01-16 12:51:07.646178,2026-01-16 12:51:15.795513,0 days 00:00:08.149335,11,2.2,2.6,1.7,92,CCI,PARABOLIC_SAR,2.7,44,34,11,0.038,65,21,20,0.036000000000000004,78,16,10,0.017,ATR,2.8,23,4.5,5m,EMA,True,True,False,False,False,True,False,0.51,40,2.4000000000000004,CCI,2.7,-16.90999412817326,-16.90999412817326,11.207722360223626,11.207722360223626,5m,23,23.0,EMA,56.52173913043478,56.52173913043478,COMPLETE
789,-588.4391742165899,2026-01-16 12:51:09.574784,2026-01-16 12:51:17.092722,0 days 00:00:07.517938,11,2.1,2.5,1.7,99,CCI,PARABOLIC_SAR,2.7,48,27,11,0.0375,65,21,20,0.036000000000000004,79,15,10,0.017,ATR,2.8,23,4.5,5m,EMA,True,True,False,False,False,True,False,0.35,40,1.6,CCI,2.7,-20.967207262368273,-20.967207262368273,45.994876737164795,45.994876737164795,5m,48,48.0,EMA,54.166666666666664,54.166666666666664,COMPLETE
790,-616.4008787227949,2026-01-16 12:51:09.606340,2026-01-16 12:51:19.424253,0 days 00:00:09.817913,11,2.1,2.5,1.7,99,CCI,PARABOLIC_SAR,2.7,46,34,11,0.0395,65,21,20,0.036000000000000004,78,15,10,0.017,ATR,2.8,23,4.5,5m,EMA,True,True,False,False,False,True,False,0.35,40,1.6,CCI,2.7,-26.807518104091972,-26.807518104091972,40.34793465135931,40.34793465135931,5m,47,47.0,EMA,53.191489361702125,53.191489361702125,COMPLETE
791,-2202.7003730885253,2026-01-16 12:51:12.952600,2026-01-16 12:51:21.638460,0 days 00:00:08.685860,11,2.1,2.5,1.7,99,CCI,PARABOLIC_SAR,2.7,179,35,11,0.039,65,20,20,0.035,79,15,10,0.013000000000000001,ATR,2.1,23,4.5,5m,EMA,True,True,False,False,False,True,False,0.53,40,1.4,CCI,2.7,-23.97111040860854,-23.97111040860854,-1.2131834275791886,-1.2131834275791886,5m,23,23.0,EMA,47.82608695652174,47.82608695652174,COMPLETE
792,13.667051150317093,2026-01-16 12:51:12.957511,2026-01-16 12:51:21.542609,0 days 00:00:08.585098,11,2.1,2.5,1.7,87,CCI,PARABOLIC_SAR,2.7,46,35,11,0.0385,65,20,20,0.036000000000000004,79,15,10,0.013000000000000001,ATR,2.1,23,4.5,5m,EMA,True,True,False,False,False,True,False,0.33999999999999997,40,1.4,CCI,2.7,-29.887220107207867,-29.887220107207867,84.66166673522618,84.66166673522618,5m,51,51.0,EMA,52.94117647058824,52.94117647058824,COMPLETE
793,-789.6605048928814,2026-01-16 12:51:13.669772,2026-01-16 12:51:21.983847,0 days 00:00:08.314075,10,2.1,2.5,1.7,87,CCI,PARABOLIC_SAR,2.7,48,27,11,0.0395,65,20,20,0.037,78,16,10,0.013000000000000001,ATR,2.2,23,5.5,5m,EMA,True,True,False,False,False,True,False,0.33999999999999997,40,1.6,CCI,2.7,-30.411729159071953,-30.411729159071953,83.86125499609618,83.86125499609618,5m,51,51.0,EMA,54.90196078431373,54.90196078431373,COMPLETE
794,-2196.737160910107,2026-01-16 12:51:16.109239,2026-01-16 12:51:24.143280,0 days 00:00:08.034041,11,2.1,2.5,1.6,99,CCI,PARABOLIC_SAR,2.5000000000000004,48,27,11,0.036500000000000005,65,20,20,0.035,78,15,10,0.013000000000000001,ATR,2.2,23,7.0,5m,EMA,True,True,False,False,False,True,False,0.48,40,1.4,CCI,2.5000000000000004,-25.69102523044385,-25.69102523044385,1.5324675379078603,1.5324675379078603,5m,29,29.0,EMA,48.275862068965516,48.275862068965516,COMPLETE
795,-87.88049794970811,2026-01-16 12:51:17.684174,2026-01-16 12:51:26.904569,0 days 00:00:09.220395,10,1.9,2.5,1.6,88,CCI,PARABOLIC_SAR,2.5000000000000004,35,35,11,0.0325,65,20,20,0.034,78,16,11,0.018000000000000002,ATR,2.2,25,5.5,5m,EMA,True,True,False,False,False,True,False,0.36,40,1.4,CCI,2.5000000000000004,-27.480256571552907,-27.480256571552907,30.459744220088375,30.459744220088375,5m,56,56.0,EMA,46.42857142857143,46.42857142857143,COMPLETE
796,-862.884513773035,2026-01-16 12:51:19.826955,2026-01-16 12:51:26.831401,0 days 00:00:07.004446,10,1.9,2.4000000000000004,1.5,88,CCI,PARABOLIC_SAR,2.4000000000000004,31,35,11,0.0395,65,20,20,0.035,78,16,11,0.013000000000000001,ATR,2.1,25,5.5,5m,EMA,True,True,False,False,False,True,False,0.33999999999999997,40,1.4,CCI,2.4000000000000004,-33.7561180222281,-33.7561180222281,48.66463711870615,48.66463711870615,5m,59,59.0,EMA,47.45762711864407,47.45762711864407,COMPLETE
797,-65.39195843793732,2026-01-16 12:51:21.618029,2026-01-16 12:51:28.313895,0 days 00:00:06.695866,10,1.9,2.7,1.6,49,CCI,PARABOLIC_SAR,2.5000000000000004,31,35,11,0.035,65,20,21,0.034,78,17,11,0.013000000000000001,ATR,2.2,24,7.0,5m,EMA,True,True,False,False,False,True,False,0.36,40,1.4,CCI,2.5000000000000004,-23.47938575800858,-23.47938575800858,37.50928664017832,37.50928664017832,5m,66,66.0,EMA,48.484848484848484,48.484848484848484,COMPLETE
798,-54.051663671829374,2026-01-16 12:51:21.795025,2026-01-16 12:51:30.059878,0 days 00:00:08.264853,12,1.9,2.4000000000000004,1.6,89,CCI,PARABOLIC_SAR,2.4000000000000004,30,35,10,0.035500000000000004,66,20,21,0.035,78,16,11,0.018000000000000002,ATR,2.2,25,5.5,5m,EMA,True,True,False,False,False,True,False,0.33999999999999997,40,3.0,CCI,2.4000000000000004,-24.792995294758626,-24.792995294758626,44.04842227846391,44.04842227846391,5m,57,57.0,EMA,49.122807017543856,49.122807017543856,COMPLETE
799,-112.09861517751415,2026-01-16 12:51:22.947101,2026-01-16 12:51:31.529700,0 days 00:00:08.582599,12,1.9,2.7,1.5,89,CCI,PARABOLIC_SAR,2.5000000000000004,34,35,10,0.036500000000000005,66,20,21,0.035,78,16,11,0.015,ATR,2.5,25,5.5,5m,EMA,True,True,False,False,False,True,False,0.36,30,1.4,CCI,2.5000000000000004,-28.825466787670013,-28.825466787670013,19.159761804586626,19.159761804586626,5m,54,54.0,EMA,46.2962962962963,46.2962962962963,COMPLETE
800,-911.4569966778054,2026-01-16 12:51:24.792355,2026-01-16 12:51:34.604886,0 days 00:00:09.812531,12,1.9,1.5,1.5,89,CCI,PARABOLIC_SAR,2.4000000000000004,31,35,10,0.033,66,20,21,0.037,76,17,11,0.018000000000000002,ATR,2.6,25,5.5,5m,EMA,True,True,False,False,False,True,False,0.36,30,2.6,CCI,2.4000000000000004,-41.325974410311275,-41.325974410311275,24.404992931654235,24.404992931654235,5m,54,54.0,EMA,46.2962962962963,46.2962962962963,COMPLETE
801,189.45903348584216,2026-01-16 12:51:27.118993,2026-01-16 12:51:36.761291,0 days 00:00:09.642298,12,2.2,2.7,1.8,90,CCI,PARABOLIC_SAR,2.4000000000000004,27,35,15,0.033,66,21,21,0.037,76,17,11,0.015,ATR,2.6,26,6.0,5m,EMA,False,True,False,False,False,True,False,0.32,30,1.6,CCI,2.4000000000000004,-16.23756960546736,-16.23756960546736,48.858962455367674,48.858962455367674,5m,50,50.0,EMA,54.0,54.0,COMPLETE
802,146.70272652558833,2026-01-16 12:51:28.220413,2026-01-16 12:51:36.842004,0 days 00:00:08.621591,12,2.2,2.7,1.8,90,CCI,PARABOLIC_SAR,2.4000000000000004,28,35,15,0.0325,66,21,20,0.037,76,17,11,0.015,ATR,2.6,26,4.0,5m,EMA,False,True,False,False,False,False,False,0.32,30,1.6,CCI,2.4000000000000004,-19.763943906699854,-19.763943906699854,38.38834875395465,38.38834875395465,5m,56,56.0,EMA,48.214285714285715,48.214285714285715,COMPLETE
803,-2022.322957863786,2026-01-16 12:51:28.645166,2026-01-16 12:51:36.896386,0 days 00:00:08.251220,12,4.4,2.1,1.8,90,CCI,PARABOLIC_SAR,2.4000000000000004,28,35,10,0.033,66,20,21,0.037,76,17,10,0.015,ATR,1.7000000000000002,26,4.0,5m,EMA,False,True,False,False,False,True,False,0.32,30,1.6,CCI,2.4000000000000004,-26.452350849884798,-26.452350849884798,85.02488743803059,85.02488743803059,5m,24,24.0,EMA,50.0,50.0,COMPLETE
804,-471.29038862372363,2026-01-16 12:51:30.537545,2026-01-16 12:51:43.490909,0 days 00:00:12.953364,12,2.2,1.9,1.8,94,CCI,PARABOLIC_SAR,2.4000000000000004,36,35,10,0.0325,66,21,20,0.037,76,17,10,0.015,ATR,1.7000000000000002,26,4.0,5m,EMA,False,True,False,False,False,True,False,0.32,30,1.6,CCI,2.4000000000000004,-20.272359404738694,-20.272359404738694,72.10550753962411,72.10550753962411,5m,48,48.0,EMA,58.333333333333336,58.333333333333336,COMPLETE
805,-131.13462937137592,2026-01-16 12:51:31.568019,2026-01-16 12:51:39.938644,0 days 00:00:08.370625,12,2.2,2.3,1.8,94,CCI,PARABOLIC_SAR,2.4000000000000004,53,35,11,0.033,68,21,20,0.037,76,17,10,0.016,ATR,2.6,26,6.0,5m,EMA,False,True,False,False,True,False,False,0.32,25,1.6,CCI,2.4000000000000004,-24.54611414644032,-24.54611414644032,8.60540507418306,8.60540507418306,5m,62,62.0,EMA,46.774193548387096,46.774193548387096,COMPLETE
806,121.79541159707878,2026-01-16 12:51:34.844340,2026-01-16 12:51:42.070409,0 days 00:00:07.226069,13,2.2,2.8,1.8,95,CCI,PARABOLIC_SAR,2.6,21,34,11,0.0325,69,21,20,0.037,77,17,10,0.016,ATR,2.5,26,4.0,5m,EMA,False,True,False,False,True,False,False,0.32,25,1.6,CCI,2.6,-18.7331818952963,-18.7331818952963,27.54206327811114,27.54206327811114,5m,64,64.0,EMA,43.75,43.75,COMPLETE
807,7.068821392323116,2026-01-16 12:51:36.863527,2026-01-16 12:51:46.981759,0 days 00:00:10.118232,13,2.0,2.8,1.8,94,CCI,PARABOLIC_SAR,2.6,54,34,11,0.0405,68,23,20,0.039,77,16,10,0.016,ATR,2.4000000000000004,27,4.0,5m,EMA,False,True,False,False,True,True,False,0.32999999999999996,45,2.0,CCI,2.6,-23.76694414869531,-23.76694414869531,70.17934676273276,70.17934676273276,5m,64,64.0,EMA,45.3125,45.3125,COMPLETE
808,191.01851431305204,2026-01-16 12:51:36.950018,2026-01-16 12:51:45.300958,0 days 00:00:08.350940,13,2.0,2.8,1.8,94,CCI,PARABOLIC_SAR,2.6,19,34,11,0.0315,68,20,20,0.01,83,16,10,0.016,ATR,1.7000000000000002,27,4.0,5m,EMA,False,True,False,False,True,True,False,0.32999999999999996,25,2.0,CCI,2.6,-18.987129391621828,-18.987129391621828,54.564201397988555,54.564201397988555,5m,60,60.0,EMA,45.0,45.0,COMPLETE
809,-765.4223597117252,2026-01-16 12:51:37.129597,2026-01-16 12:51:47.069355,0 days 00:00:09.939758,13,2.0,1.7000000000000002,1.6,94,CCI,PARABOLIC_SAR,3.0,56,34,11,0.0415,68,26,20,0.038,77,16,10,0.036000000000000004,ATR,2.5,28,6.0,5m,EMA,False,True,False,False,True,True,False,0.32999999999999996,45,2.0,CCI,3.0,-41.64417596825114,-41.64417596825114,117.41989583377428,117.41989583377428,5m,59,59.0,EMA,49.152542372881356,49.152542372881356,COMPLETE
810,176.30446428549658,2026-01-16 12:51:41.174884,2026-01-16 12:51:50.134319,0 days 00:00:08.959435,13,2.0,2.8,1.7,96,CCI,PARABOLIC_SAR,2.6,197,34,11,0.0315,69,20,20,0.039,77,16,10,0.014,ATR,2.5,28,2.0,5m,EMA,False,True,False,False,False,True,False,0.32999999999999996,25,2.0,CCI,2.6,-16.204289980313217,-16.204289980313217,44.19309724025096,44.19309724025096,5m,54,54.0,EMA,51.85185185185185,51.85185185185185,COMPLETE
811,140.36849271576557,2026-01-16 12:51:42.695008,2026-01-16 12:51:50.471328,0 days 00:00:07.776320,13,2.0,2.8,1.7,97,CCI,PARABOLIC_SAR,2.6,37,34,11,0.031,68,23,19,0.039,77,16,10,0.018000000000000002,ATR,2.4000000000000004,28,6.0,5m,EMA,False,True,False,False,False,True,False,0.32999999999999996,45,2.0,CCI,2.6,-15.948154513470286,-15.948154513470286,31.303547477418558,31.303547477418558,5m,52,52.0,EMA,51.92307692307693,51.92307692307693,COMPLETE
812,-592.0210025130136,2026-01-16 12:51:44.959008,2026-01-16 12:51:54.681045,0 days 00:00:09.722037,13,2.0,2.8,1.7,96,CCI,PARABOLIC_SAR,2.6,58,34,11,0.0405,68,20,19,0.039,83,16,10,0.014,ATR,2.4000000000000004,28,6.0,5m,HMA,False,True,False,False,False,True,False,0.32999999999999996,20,2.0,CCI,2.6,-24.896836866515148,-24.896836866515148,49.704527850754,49.704527850754,5m,43,43.0,HMA,53.48837209302325,53.48837209302325,COMPLETE
813,-632.5164635699366,2026-01-16 12:51:45.741466,2026-01-16 12:51:52.831204,0 days 00:00:07.089738,13,2.0,2.6,1.7,97,CCI,PARABOLIC_SAR,2.5000000000000004,58,34,12,0.041,68,20,19,0.039,77,16,10,0.014,ATR,2.4000000000000004,28,6.0,5m,HMA,False,True,False,False,False,True,False,0.32999999999999996,45,2.0,CCI,2.5000000000000004,-27.710698136583762,-27.710698136583762,33.26685218822539,33.26685218822539,5m,44,44.0,HMA,52.27272727272727,52.27272727272727,COMPLETE
814,-2031.1003612599197,2026-01-16 12:51:47.050393,2026-01-16 12:51:55.326473,0 days 00:00:08.276080,13,2.0,2.6,1.6,98,CCI,PARABOLIC_SAR,2.3000000000000003,58,34,12,0.0415,68,20,19,0.039,81,16,10,0.019000000000000003,ATR,2.0,28,6.0,5m,HMA,False,True,False,True,False,True,True,0.33999999999999997,20,1.8,CCI,2.3000000000000003,-7.223102782510013,-7.223102782510013,-6.774771020008391,-6.774771020008391,5m,2,2.0,HMA,50.0,50.0,COMPLETE
815,-2243.218478659213,2026-01-16 12:51:47.199234,2026-01-16 12:51:55.250846,0 days 00:00:08.051612,13,2.1,2.6,1.7,97,CCI,PARABOLIC_SAR,2.5000000000000004,41,34,12,0.031,69,20,19,0.039,77,16,10,0.017,ATR,2.7,30,6.0,15m,HMA,False,True,False,True,False,True,False,0.33999999999999997,20,1.8,CCI,2.5000000000000004,-24.133661787915894,-24.133661787915894,-19.50091901387734,-19.50091901387734,15m,16,16.0,HMA,37.5,37.5,COMPLETE
816,-2032.392206861547,2026-01-16 12:51:50.413902,2026-01-16 12:51:56.627891,0 days 00:00:06.213989,13,2.3,2.6,1.7,98,CCI,PARABOLIC_SAR,2.5000000000000004,43,33,12,0.028,68,20,15,0.039,77,16,10,0.019000000000000003,ATR,2.7,30,5.0,15m,EMA,False,True,False,True,False,True,True,0.33999999999999997,20,1.8,CCI,2.5000000000000004,-8.797222540294076,-8.797222540294076,-7.854716954655817,-7.854716954655817,15m,4,4.0,EMA,50.0,50.0,COMPLETE
817,-2313.1277833234185,2026-01-16 12:51:52.627797,2026-01-16 12:51:59.135900,0 days 00:00:06.508103,12,2.3,2.6,1.6,103,CCI,PARABOLIC_SAR,2.0,41,33,12,0.0285,69,29,19,0.04,77,16,10,0.017,ATR,2.0,30,5.0,15m,HMA,False,True,True,True,False,True,True,0.33999999999999997,35,1.8,CCI,2.0,-1.6011705871141984,-1.6011705871141984,-1.6258496350701435,-1.6258496350701435,15m,1,1.0,HMA,0.0,0.0,COMPLETE
818,68.2092278567452,2026-01-16 12:51:54.162676,2026-01-16 12:51:57.765871,0 days 00:00:03.603195,12,2.1,2.6,1.6,102,CCI,PARABOLIC_SAR,2.3000000000000003,42,33,12,0.028,69,28,19,0.031,77,16,11,0.019000000000000003,ATR,2.7,24,6.5,15m,EMA,False,True,False,False,False,True,False,0.33999999999999997,35,1.8,CCI,2.3000000000000003,-15.461325112083324,-15.461325112083324,6.18596766838138,6.18596766838138,15m,51,51.0,EMA,49.01960784313725,49.01960784313725,COMPLETE
819,-2239.5618326053404,2026-01-16 12:51:55.231152,2026-01-16 12:51:58.082142,0 days 00:00:02.850990,15,2.1,2.6,1.6,103,CCI,PARABOLIC_SAR,2.3000000000000003,42,33,12,0.0285,69,29,19,0.041,77,16,14,0.019000000000000003,ATR,2.0,24,6.5,30m,EMA,False,True,True,True,False,True,False,0.35,35,1.8,CCI,2.3000000000000003,-23.741813126319034,-23.741813126319034,-17.66448323299169,-17.66448323299169,30m,23,23.0,EMA,47.82608695652174,47.82608695652174,COMPLETE
820,-1932.9280656362644,2026-01-16 12:51:55.450357,2026-01-16 12:52:00.370723,0 days 00:00:04.920366,15,2.3,2.7,1.6,101,CCI,PARABOLIC_SAR,2.0,15,15,12,0.0285,67,28,20,0.041,77,16,14,0.017,ATR,3.0,24,6.5,5m,EMA,False,True,True,False,False,True,False,0.35,35,1.8,CCI,2.0,-11.916755106570303,-11.916755106570303,4.940296753249946,4.940296753249946,5m,20,20.0,EMA,60.0,60.0,COMPLETE
821,-2039.303194750862,2026-01-16 12:51:55.508236,2026-01-16 12:52:00.480920,0 days 00:00:04.972684,12,2.3,2.7,1.6,101,CCI,PARABOLIC_SAR,2.0,52,33,12,0.028,67,28,20,0.033,77,16,14,0.02,ATR,3.0,24,6.5,30m,EMA,False,True,True,False,False,True,False,0.35,35,1.8,CCI,2.0,-19.63054735961537,-19.63054735961537,-15.534862362467381,-15.534862362467381,30m,24,24.0,EMA,50.0,50.0,COMPLETE
822,-704.6898309453263,2026-01-16 12:51:56.915376,2026-01-16 12:52:00.967935,0 days 00:00:04.052559,15,2.2,2.7,1.6,85,CCI,PARABOLIC_SAR,2.3000000000000003,49,33,12,0.0285,67,28,20,0.042,85,15,11,0.02,ATR,2.3,24,6.5,30m,EMA,False,True,False,False,False,True,False,0.35,35,1.8,CCI,2.3000000000000003,-20.47586291570213,-20.47586291570213,-1.9043900154918432,-1.9043900154918432,30m,48,48.0,EMA,47.91666666666667,47.91666666666667,COMPLETE
823,-2300.0,2026-01-16 12:51:57.840985,2026-01-16 12:52:03.706704,0 days 00:00:05.865719,12,2.3,2.7,1.6,85,KELTNER,PARABOLIC_SAR,2.0,50,35,11,0.030000000000000002,66,21,20,0.02,76,15,14,0.017,ATR,2.3,30,4.5,5m,EMA,False,True,False,False,False,True,False,0.32,35,1.6,KELTNER,2.0,0.0,0.0,0.0,0.0,5m,0,0.0,EMA,0.0,0.0,COMPLETE
824,-319.94389692213554,2026-01-16 12:51:58.185842,2026-01-16 12:52:06.105598,0 days 00:00:07.919756,12,2.3,2.7,1.6,91,CCI,PARABOLIC_SAR,2.0,52,35,11,0.030000000000000002,79,21,20,0.042,76,15,14,0.017,ATR,2.3,30,4.5,5m,EMA,False,True,False,False,False,True,False,0.32,35,1.6,CCI,2.0,-12.665446717816838,-12.665446717816838,39.05138208940341,39.05138208940341,5m,44,44.0,EMA,56.81818181818182,56.81818181818182,COMPLETE
825,-487.67231339739647,2026-01-16 12:51:59.228801,2026-01-16 12:52:07.998179,0 days 00:00:08.769378,14,2.2,2.7,1.7,86,CCI,PARABOLIC_SAR,2.1,50,35,11,0.002,66,20,20,0.038,76,15,14,0.02,ATR,2.3,27,8.0,5m,EMA,False,True,False,False,False,True,False,0.35,25,1.6,CCI,2.1,-1.3510895200631448,-1.3510895200631448,1.4723730907081394,1.4723730907081394,5m,48,48.0,EMA,50.0,50.0,COMPLETE
826,-2300.0,2026-01-16 12:52:00.773366,2026-01-16 12:52:08.579936,0 days 00:00:07.806570,11,2.2,2.7,1.7,84,KELTNER,PARABOLIC_SAR,2.1,49,35,11,0.030000000000000002,66,20,20,0.038,76,15,12,0.018000000000000002,ATR,2.5,27,4.5,5m,EMA,False,True,False,False,False,True,False,0.32,35,1.6,KELTNER,2.1,0.0,0.0,0.0,0.0,5m,0,0.0,EMA,0.0,0.0,COMPLETE
827,-2300.0,2026-01-16 12:52:00.902479,2026-01-16 12:52:10.160203,0 days 00:00:09.257724,11,2.2,2.7,1.7,91,KELTNER,PARABOLIC_SAR,2.1,50,35,11,0.030000000000000002,66,21,14,0.038,76,15,14,0.018000000000000002,ATR,2.3,27,4.5,5m,EMA,False,True,False,False,False,True,False,0.32,25,1.6,KELTNER,2.1,0.0,0.0,0.0,0.0,5m,0,0.0,EMA,0.0,0.0,COMPLETE
828,-2300.0,2026-01-16 12:52:01.116833,2026-01-16 12:52:11.608735,0 days 00:00:10.491902,11,2.2,2.4000000000000004,1.7,92,KELTNER,PARABOLIC_SAR,2.1,51,35,11,0.030000000000000002,66,21,20,0.038,76,15,14,0.018000000000000002,ATR,2.3,27,4.5,5m,EMA,False,True,False,False,False,True,False,0.32,25,1.6,KELTNER,2.1,0.0,0.0,0.0,0.0,5m,0,0.0,EMA,0.0,0.0,COMPLETE
829,-2300.0,2026-01-16 12:52:04.970941,2026-01-16 12:52:12.843942,0 days 00:00:07.873001,11,2.1,2.4000000000000004,1.7,91,CCI,PARABOLIC_SAR,2.4000000000000004,25,25,10,0.0335,79,20,20,0.038,76,15,12,0.018000000000000002,FIXED,2.5,27,4.5,5m,EMA,False,True,False,False,False,True,False,0.32,25,2.4000000000000004,CCI,2.4000000000000004,0.0,0.0,0.0,0.0,5m,0,0.0,EMA,0.0,0.0,COMPLETE
830,-2300.0,2026-01-16 12:52:06.299952,2026-01-16 12:52:12.772593,0 days 00:00:06.472641,11,2.1,2.4000000000000004,1.7,92,CCI,PARABOLIC_SAR,2.1,36,35,10,0.0335,65,20,19,0.038,78,19,12,0.011,FIXED,2.9000000000000004,27,4.5,1d,EMA,False,True,False,False,False,True,False,0.32999999999999996,25,3.0,CCI,2.1,0.0,0.0,0.0,0.0,1d,0,0.0,EMA,0.0,0.0,COMPLETE
831,-2300.0,2026-01-16 12:52:08.324161,2026-01-16 12:52:13.124696,0 days 00:00:04.800535,11,2.1,2.4000000000000004,1.7,93,CCI,PARABOLIC_SAR,2.2,24,35,10,0.0335,65,20,19,0.04,78,16,11,0.018000000000000002,FIXED,2.6,27,5.5,1d,EMA,False,True,False,False,False,True,False,0.32999999999999996,25,3.0,CCI,2.2,0.0,0.0,0.0,0.0,1d,0,0.0,EMA,0.0,0.0,COMPLETE
832,-2300.0,2026-01-16 12:52:09.756918,2026-01-16 12:52:15.897478,0 days 00:00:06.140560,11,2.1,2.5,1.7,92,CCI,PARABOLIC_SAR,2.2,36,35,10,0.035,65,20,19,0.04,78,16,11,0.014,FIXED,2.6,29,5.5,5m,EMA,False,True,False,False,False,True,False,0.32999999999999996,25,2.4000000000000004,CCI,2.2,0.0,0.0,0.0,0.0,5m,0,0.0,EMA,0.0,0.0,COMPLETE
833,-2300.0,2026-01-16 12:52:10.273773,2026-01-16 12:52:14.392143,0 days 00:00:04.118370,14,2.6,2.5,1.7,92,CCI,PARABOLIC_SAR,2.2,23,35,10,0.0335,65,20,19,0.04,78,23,11,0.012,FIXED,2.8,29,5.5,1d,EMA,False,True,False,False,False,True,False,0.32999999999999996,30,2.4000000000000004,CCI,2.2,0.0,0.0,0.0,0.0,1d,0,0.0,EMA,0.0,0.0,COMPLETE
834,-2300.0,2026-01-16 12:52:11.724242,2026-01-16 12:52:21.842153,0 days 00:00:10.117911,14,2.1,2.5,1.7,93,CCI,PARABOLIC_SAR,2.4000000000000004,23,35,10,0.0335,65,20,19,0.04,78,25,11,0.011,FIXED,2.7,29,5.5,5m,EMA,False,True,False,False,False,True,False,0.32999999999999996,30,1.4,CCI,2.4000000000000004,0.0,0.0,0.0,0.0,5m,0,0.0,EMA,0.0,0.0,COMPLETE
835,126.16832200582394,2026-01-16 12:52:12.802895,2026-01-16 12:52:18.009105,0 days 00:00:05.206210,14,1.9,2.5,1.5,93,CCI,PARABOLIC_SAR,2.2,64,35,12,0.0315,67,20,19,0.04,78,16,11,0.012,ATR,2.7,29,5.5,5m,EMA,False,True,False,False,False,True,False,0.33999999999999997,30,1.6,CCI,2.2,-19.89430338765771,-19.89430338765771,30.364192202687402,30.364192202687402,5m,63,63.0,EMA,46.03174603174603,46.03174603174603,COMPLETE
836,-98.75363145519532,2026-01-16 12:52:12.944477,2026-01-16 12:52:19.884628,0 days 00:00:06.940151,14,1.9,2.5,1.8,82,CCI,PARABOLIC_SAR,2.2,68,35,12,0.0315,67,20,19,0.04,78,16,11,0.012,ATR,2.7,29,5.5,5m,EMA,False,True,False,False,False,True,False,0.33999999999999997,30,1.4,CCI,2.2,-25.690678436564983,-25.690678436564983,24.068829343688535,24.068829343688535,5m,62,62.0,EMA,45.16129032258064,45.16129032258064,COMPLETE
